question,question_id,question_type,answer,focus,id,source,url,cui,semanticType,semanticGroup
What is L-tryptophan ?,0000057-1,information,"L-Tryptophan is an essential amino acid that is necessary for making proteins. It is naturally found in red meat, poultry, eggs, and dairy.  L-tryptophan is important for many organs in the body. L-tryptophan is not made by the body and must be consumed from the diet. After absorbing L-tryptophan from food, the body converts some of it to 5-HTP and then to serotonin. Serotonin is a hormone that transmits signals between nerve cells. Changes in serotonin levels in the brain can affect mood. People use L-tryptophan for severe PMS symptoms, depression, insomnia, and many other conditions, but there is no good scientific evidence to support any of these uses.",L-tryptophan,0000057,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/326.html,,,
How effective is L-tryptophan ?,0000057-2,how effective is it,"Natural Medicines Comprehensive Database  rates effectiveness based on scientific evidence according to the following scale:  Effective, Likely Effective, Possibly Effective, Possibly Ineffective, Likely Ineffective, Ineffective, and Insufficient Evidence to Rate. The effectiveness ratings for  L-TRYPTOPHAN  are as follows: Possibly ineffective for...  Depression . Taking L-tryptophan by mouth doesn't seem to be beneficial in patients with depression. Also, it may increase the risk of side effects of some medications. ,  There is interest in using L-tryptophan for a number of other purposes, but there isn't enough reliable information to say whether it might be helpful.",L-tryptophan,0000057,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/326.html,,,
What is the action of L-tryptophan and how does it work ?,0000057-3,how does it work,No information found.,L-tryptophan,0000057,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/326.html,,,
Are there safety concerns or special precautions about L-tryptophan ?,0000057-4,precautions,No information found.,L-tryptophan,0000057,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/326.html,,,
Are there interactions between L-tryptophan and other medications ?,0000057-5,interactions with medications,"Major Do not take this combination. Sedative medications (CNS depressants) L-tryptophan might cause sleepiness and slowed breathing. Some medications, called sedatives, can also cause sleepiness and slowed breathing. Taking L-tryptophan with sedative medications might cause breathing problems and/or too much sleepiness. Moderate Be cautious with this combination. Serotonergic drugs L-tryptophan might increase a brain chemical called serotonin. Some medications also have this effect. Taking L-tryptophan along with these medications might increase serotonin too much. This might cause serious side effects including heart problems, seizures, and vomiting.",L-tryptophan,0000057,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/326.html,,,
Are there interactions between L-tryptophan and herbs and supplements ?,0000057-6,interactions with herbs and supplements,"Herbs and supplements with sedative properties L-tryptophan might cause sleepiness and slowed breathing. Taking it along with other supplements with similar effects might cause too much sleepiness and/or slowed breathing in some people. Examples of supplements with this effect include hops, kava, melatonin, and valerian. Herbs and supplements with serotonergic properties L-tryptophan increases a brain chemical called serotonin. Taking it along with other supplements that have this effect might cause serious side effects, including heart problems, seizures, and vomiting. Examples of supplements with this effect include 5-HTP, black seed, SAMe, and St. John's wort.",L-tryptophan,0000057,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/326.html,,,
Are there interactions between L-tryptophan and foods ?,0000057-7,interactions with foods,There are no known interactions with foods.,L-tryptophan,0000057,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/326.html,,,
What is the dosage of L-tryptophan ?,0000057-8,dose,No information found.,L-tryptophan,0000057,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/326.html,,,
What is Lutein ?,0000058-1,information,"Lutein is a type of organic pigment called a carotenoid. It is related to beta-carotene and vitamin A. Many people think of lutein as ""the eye vitamin."" Lutein is one of two major carotenoids found in the human eye (macula and retina). It is thought to function as a light filter, protecting the eye tissues from sunlight damage. Foods rich in lutein include egg yolks, spinach, kale, corn, orange pepper, kiwi fruit, grapes, zucchini, and squash.  Lutein is commonly taken by mouth to prevent eye diseases, including cataracts and a disease that leads to vision loss in older adults (age-related macular degeneration or AMD). Lutein is used for many other conditions, but there is no good scientific evidence to support these other uses.",Lutein,0000058,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/754.html,,,
How effective is Lutein ?,0000058-2,how effective is it,"Natural Medicines Comprehensive Database  rates effectiveness based on scientific evidence according to the following scale:  Effective, Likely Effective, Possibly Effective, Possibly Ineffective, Likely Ineffective, Ineffective, and Insufficient Evidence to Rate. The effectiveness ratings for  LUTEIN  are as follows: Possibly effective for... An eye disease that leads to vision loss in older adults (age-related macular degeneration or AMD) . Taking lutein supplements by mouth for up to 36 months can improve some symptoms of AMD. More benefits might be seen when it's taken for at least 3 months at doses above 5 mg, and when it's combined with other carotenoid vitamins. But lutein doesn't seem to keep AMD from becoming worse over time.,  Cataracts . Eating higher amounts of lutein in the diet is linked with a lower risk of developing cataracts. But it's not clear if taking lutein supplements by mouth helps people who already have cataracts.,  Possibly ineffective for...  A lung disease that affects newborns (bronchopulmonary dysplasia) . Giving preterm infants lutein and zeaxanthin by mouth doesn't reduce the chance of developing bronchopulmonary dysplasia. ,  A serious intestinal disease in premature infants (necrotizing enterocolitis or NEC) . Giving preterm infants lutein and zeaxanthin by mouth doesn't prevent NEC.,  An inherited eye condition that causes poor night vision and loss of side vision (retinitis pigmentosa) . Taking lutein by mouth doesn't improve vision or other symptoms in people with retinitis pigmentosa.,  An eye disorder in premature infants that can lead to blindness (retinopathy of prematurity) . Giving preterm infants lutein and zeaxanthin by mouth doesn't prevent retinopathy of prematurity.,  There is interest in using lutein for a number of other purposes, but there isn't enough reliable information to say whether it might be helpful.",Lutein,0000058,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/754.html,,,
What is the action of Lutein and how does it work ?,0000058-3,how does it work,No information found.,Lutein,0000058,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/754.html,,,
Are there safety concerns or special precautions about Lutein ?,0000058-4,precautions,No information found.,Lutein,0000058,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/754.html,,,
Are there interactions between Lutein and other medications ?,0000058-5,interactions with medications,"It is not known if this product interacts with any medicines.    Before taking this product, talk with your health professional if you take any medications.",Lutein,0000058,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/754.html,,,
Are there interactions between Lutein and herbs and supplements ?,0000058-6,interactions with herbs and supplements,Beta-carotene Using beta-carotene along with lutein may reduce the amount of lutein or beta-carotene that the body can absorb. Vitamin E Taking lutein supplements might decrease how much vitamin E the body absorbs. Taking lutein and vitamin E together might decrease the effects of vitamin E.,Lutein,0000058,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/754.html,,,
Are there interactions between Lutein and foods ?,0000058-7,interactions with foods,Lutein is better absorbed by the body when it is taken with a high-fat meal.,Lutein,0000058,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/754.html,,,
What is the dosage of Lutein ?,0000058-8,dose,No information found.,Lutein,0000058,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/754.html,,,
What is Lycopene ?,0000059-1,information,"Lycopene is a type of organic pigment called a carotenoid. It is related to beta-carotene and gives some vegetables and fruits (e.g., tomatoes) a red color. Lycopene is a powerful antioxidant that might help protect cells from damage. It's found in tomato, watermelon, red orange, pink grapefruit, apricot, rose hip, and guava.  Lycopene is used for high blood pressure, high cholesterol, cancer, and many other conditions, but there is no good scientific evidence to support most of these uses. ",Lycopene,0000059,MPlusHerbsSupplements,https://www.nlm.nih.gov/medlineplus/druginfo/natural/554.html,,,
